Date	Time	S1 [°]	S2 [°]	L1 contact [mm]	L2 contact [mm]	L3 contact [mm]	L4 contact [mm]	Loading1 [N]	Loading2 [N]	Loading3 [N]	Loading4 [N]
14.05.2019	10:04:02.7	-24.77	0.23	0.51	0.51	0.51	0.51	1.07	0.53	0.61	0.69
14.05.2019	10:04:02.8	-25.00	0.23	0.50	0.50	0.50	0.50	0.97	0.30	0.55	0.73
14.05.2019	10:04:02.9	-24.85	0.23	0.52	0.52	0.52	0.52	0.95	0.74	0.80	1.06
14.05.2019	10:04:03.0	-24.28	0.23	0.58	0.58	0.58	0.58	1.38	1.08	1.19	1.39
14.05.2019	10:04:03.1	-23.34	0.23	0.64	0.64	0.64	0.64	1.54	1.41	1.61	1.60
14.05.2019	10:04:03.2	-22.02	0.23	0.69	0.69	0.69	0.69	1.80	1.40	1.66	1.83
14.05.2019	10:04:03.3	-20.37	0.23	0.70	0.70	0.70	0.70	1.82	1.39	1.67	1.83
14.05.2019	10:04:03.4	-18.40	0.23	0.68	0.68	0.68	0.68	1.54	1.38	1.57	1.70
14.05.2019	10:04:03.5	-16.12	0.23	0.62	0.62	0.62	0.62	1.38	1.11	0.99	1.14
14.05.2019	10:04:03.6	-13.57	0.23	0.56	0.56	0.56	0.56	0.92	0.72	0.62	0.83
14.05.2019	10:04:03.7	-10.82	0.23	0.51	0.51	0.51	0.51	0.67	0.37	0.50	0.53
14.05.2019	10:04:03.8	-7.92	0.23	0.50	0.50	0.50	0.50	0.66	0.32	0.50	0.59
14.05.2019	10:04:03.9	-4.89	0.23	0.52	0.52	0.52	0.52	0.74	1.03	0.76	0.54
14.05.2019	10:04:04.0	-1.78	0.23	0.58	0.58	0.58	0.58	1.06	1.16	1.12	1.39
14.05.2019	10:04:04.1	1.34	0.23	0.64	0.64	0.64	0.64	1.51	1.59	1.62	1.65
14.05.2019	10:04:04.2	4.47	0.23	0.69	0.69	0.69	0.69	1.95	1.90	1.79	1.91
14.05.2019	10:04:04.3	7.51	0.23	0.70	0.70	0.70	0.70	1.96	1.95	1.85	1.89
14.05.2019	10:04:04.4	10.45	0.23	0.68	0.68	0.68	0.68	1.66	1.69	1.54	1.65
14.05.2019	10:04:04.5	13.22	0.23	0.62	0.62	0.62	0.62	1.27	1.15	0.96	1.27
14.05.2019	10:04:04.6	15.77	0.23	0.56	0.56	0.56	0.56	0.95	0.86	0.56	0.82
14.05.2019	10:04:04.7	18.07	0.23	0.51	0.51	0.51	0.51	0.61	0.53	0.22	0.52
14.05.2019	10:04:04.8	20.05	0.23	0.50	0.50	0.50	0.50	0.75	0.62	0.37	0.41
14.05.2019	10:04:04.9	21.78	0.23	0.52	0.52	0.52	0.52	0.84	0.86	0.58	0.79
14.05.2019	10:04:05.0	23.13	0.23	0.58	0.58	0.58	0.58	1.21	1.05	1.05	1.16
14.05.2019	10:04:05.1	24.11	0.23	0.64	0.64	0.64	0.64	1.56	1.57	1.52	1.78
14.05.2019	10:04:05.2	24.72	0.23	0.69	0.69	0.69	0.69	2.05	1.80	1.83	2.11
14.05.2019	10:04:05.3	24.95	0.23	0.70	0.70	0.70	0.70	1.98	1.96	1.63	2.02
14.05.2019	10:04:05.4	24.80	0.23	0.68	0.68	0.68	0.68	1.88	1.66	1.49	1.58
14.05.2019	10:04:05.5	24.24	0.23	0.62	0.62	0.62	0.62	1.21	1.08	0.90	1.11
14.05.2019	10:04:05.6	23.30	0.23	0.56	0.56	0.56	0.56	0.86	0.60	0.44	0.44
14.05.2019	10:04:05.7	22.00	0.23	0.51	0.51	0.51	0.51	0.60	0.48	0.33	0.56
14.05.2019	10:04:05.8	20.32	0.23	0.50	0.50	0.50	0.50	0.71	0.23	0.40	0.47
14.05.2019	10:04:05.9	18.33	0.23	0.52	0.52	0.52	0.52	0.80	0.66	0.74	1.01
14.05.2019	10:04:06.0	16.08	0.23	0.58	0.58	0.58	0.58	1.25	1.08	1.30	1.33
14.05.2019	10:04:06.1	13.54	0.23	0.64	0.64	0.64	0.64	1.81	1.57	1.80	1.96
14.05.2019	10:04:06.2	10.80	0.23	0.69	0.69	0.69	0.69	2.25	1.94	2.08	2.31
14.05.2019	10:04:06.3	7.89	0.23	0.70	0.70	0.70	0.70	2.29	1.90	2.06	2.25
14.05.2019	10:04:06.4	4.87	0.23	0.68	0.68	0.68	0.68	2.28	2.08	1.74	1.69
14.05.2019	10:04:06.5	1.75	0.23	0.62	0.62	0.62	0.62	1.55	1.11	1.15	1.23
14.05.2019	10:04:06.6	-1.41	0.23	0.56	0.56	0.56	0.56	0.90	0.55	0.70	0.93
14.05.2019	10:04:06.7	-4.53	0.23	0.51	0.51	0.51	0.51	0.85	0.39	0.49	0.63
14.05.2019	10:04:06.8	-7.55	0.23	0.50	0.50	0.50	0.50	0.98	0.23	0.52	0.68
14.05.2019	10:04:06.9	-10.49	0.23	0.52	0.52	0.52	0.52	0.83	0.42	0.75	1.02
14.05.2019	10:04:07.0	-13.25	0.23	0.58	0.58	0.58	0.58	1.40	1.18	1.35	1.40
14.05.2019	10:04:07.1	-15.80	0.23	0.64	0.64	0.64	0.64	1.94	1.58	1.83	2.10
14.05.2019	10:04:07.2	-18.10	0.23	0.69	0.69	0.69	0.69	2.39	2.10	2.36	2.44
14.05.2019	10:04:07.3	-20.11	0.23	0.70	0.70	0.70	0.70	2.32	2.06	2.19	2.19
14.05.2019	10:04:07.4	-21.82	0.23	0.68	0.68	0.68	0.68	2.22	1.73	1.91	2.16
14.05.2019	10:04:07.5	-23.17	0.23	0.62	0.62	0.62	0.62	1.84	1.20	1.23	1.36
14.05.2019	10:04:07.6	-24.16	0.23	0.56	0.56	0.56	0.56	1.54	0.65	0.70	0.91
14.05.2019	10:04:07.7	-24.78	0.23	0.51	0.51	0.51	0.51	0.89	0.45	0.44	0.61
14.05.2019	10:04:07.8	-25.00	0.23	0.50	0.50	0.50	0.50	1.03	0.33	0.45	0.62
14.05.2019	10:04:07.9	-24.85	0.23	0.52	0.52	0.52	0.52	0.89	0.44	0.66	0.85
14.05.2019	10:04:08.0	-24.29	0.23	0.58	0.58	0.58	0.58	1.28	0.96	1.11	1.30
14.05.2019	10:04:08.1	-23.35	0.23	0.64	0.64	0.64	0.64	1.59	1.32	1.40	1.67
14.05.2019	10:04:08.2	-22.02	0.23	0.69	0.69	0.69	0.69	1.74	1.54	1.54	1.76
14.05.2019	10:04:08.3	-20.37	0.23	0.70	0.70	0.70	0.70	1.65	1.35	1.46	1.74
14.05.2019	10:04:08.4	-18.39	0.23	0.68	0.68	0.68	0.68	1.46	1.21	1.42	1.52
14.05.2019	10:04:08.5	-16.11	0.23	0.62	0.62	0.62	0.62	1.16	0.86	1.00	1.12
14.05.2019	10:04:08.6	-13.57	0.23	0.56	0.56	0.56	0.56	0.73	0.55	0.63	0.85
14.05.2019	10:04:08.7	-10.83	0.23	0.51	0.51	0.51	0.51	0.48	0.38	0.43	0.45
14.05.2019	10:04:08.8	-7.92	0.23	0.50	0.50	0.50	0.50	0.61	0.45	0.43	0.42
14.05.2019	10:04:08.9	-4.89	0.23	0.52	0.52	0.52	0.52	0.69	0.76	0.67	0.69
14.05.2019	10:04:09.0	-1.78	0.23	0.58	0.58	0.58	0.58	1.17	1.09	0.97	1.02
14.05.2019	10:04:09.1	1.36	0.23	0.64	0.64	0.64	0.64	1.29	1.56	1.42	1.57
14.05.2019	10:04:09.2	4.47	0.23	0.69	0.69	0.69	0.69	1.78	1.73	1.80	1.83
14.05.2019	10:04:09.3	7.51	0.23	0.70	0.70	0.70	0.70	1.98	1.60	1.69	1.80
14.05.2019	10:04:09.4	10.45	0.23	0.68	0.68	0.68	0.68	1.61	1.57	1.44	1.46
14.05.2019	10:04:09.5	13.21	0.23	0.62	0.62	0.62	0.62	1.58	0.99	0.92	1.10
14.05.2019	10:04:09.6	15.76	0.23	0.56	0.56	0.56	0.56	0.83	0.52	0.54	0.63
14.05.2019	10:04:09.7	18.07	0.23	0.51	0.51	0.51	0.51	0.56	0.42	0.35	0.57
14.05.2019	10:04:09.8	20.06	0.23	0.50	0.50	0.50	0.50	0.42	0.38	0.26	0.47
14.05.2019	10:04:09.9	21.78	0.23	0.52	0.52	0.52	0.52	0.81	0.62	0.61	0.74
14.05.2019	10:04:10.0	23.13	0.23	0.58	0.58	0.58	0.58	1.13	1.01	0.90	1.27
14.05.2019	10:04:10.1	24.12	0.23	0.64	0.64	0.64	0.64	1.73	1.50	1.44	1.67
14.05.2019	10:04:10.2	24.72	0.23	0.69	0.69	0.69	0.69	1.99	1.68	1.65	2.13
14.05.2019	10:04:10.3	24.95	0.23	0.70	0.70	0.70	0.70	2.08	1.82	1.69	2.12
14.05.2019	10:04:10.4	24.81	0.23	0.68	0.68	0.68	0.68	1.81	1.44	1.30	1.62
14.05.2019	10:04:10.5	24.24	0.23	0.62	0.62	0.62	0.62	1.30	1.10	0.77	1.16
14.05.2019	10:04:10.6	23.30	0.23	0.56	0.56	0.56	0.56	0.74	0.54	0.36	0.47
14.05.2019	10:04:10.7	21.98	0.23	0.51	0.51	0.51	0.51	0.56	0.34	0.33	0.49
14.05.2019	10:04:10.8	20.32	0.23	0.50	0.50	0.50	0.50	0.44	0.29	0.52	0.59
14.05.2019	10:04:10.9	18.35	0.23	0.52	0.52	0.52	0.52	0.79	0.38	0.64	0.88
14.05.2019	10:04:11.0	16.08	0.23	0.58	0.58	0.58	0.58	1.19	0.99	1.32	1.17
14.05.2019	10:04:11.1	13.54	0.23	0.64	0.64	0.64	0.64	1.74	1.42	1.59	1.77
14.05.2019	10:04:11.2	10.80	0.23	0.69	0.69	0.69	0.69	2.11	1.62	1.95	2.17
14.05.2019	10:04:11.3	7.89	0.23	0.70	0.70	0.70	0.70	2.08	1.85	2.10	2.14
14.05.2019	10:04:11.4	4.86	0.23	0.68	0.68	0.68	0.68	1.98	1.59	1.59	1.74
14.05.2019	10:04:11.5	1.75	0.23	0.62	0.62	0.62	0.62	1.41	1.08	1.06	1.25
14.05.2019	10:04:11.6	-1.41	0.23	0.56	0.56	0.56	0.56	0.89	0.88	0.58	0.70
14.05.2019	10:04:11.7	-4.53	0.23	0.51	0.51	0.51	0.51	0.75	0.32	0.46	0.55
14.05.2019	10:04:11.8	-7.57	0.23	0.50	0.50	0.50	0.50	0.69	0.53	0.39	0.56
14.05.2019	10:04:11.9	-10.50	0.23	0.52	0.52	0.52	0.52	0.89	0.52	0.75	0.85
14.05.2019	10:04:12.0	-13.25	0.23	0.58	0.58	0.58	0.58	1.28	1.25	1.17	1.31
14.05.2019	10:04:12.1	-15.80	0.23	0.64	0.64	0.64	0.64	1.79	1.54	1.66	1.88
14.05.2019	10:04:12.2	-18.11	0.23	0.69	0.69	0.69	0.69	2.24	1.81	1.98	2.28
14.05.2019	10:04:12.3	-20.11	0.23	0.70	0.70	0.70	0.70	2.33	1.93	2.09	2.59
14.05.2019	10:04:12.4	-21.81	0.23	0.68	0.68	0.68	0.68	2.24	1.61	1.73	1.89
14.05.2019	10:04:12.5	-23.17	0.23	0.62	0.62	0.62	0.62	1.76	0.95	1.09	1.32
14.05.2019	10:04:12.6	-24.16	0.23	0.56	0.56	0.56	0.56	1.19	0.58	0.76	0.86
14.05.2019	10:04:12.7	-24.77	0.23	0.51	0.51	0.51	0.51	0.85	0.32	0.41	0.64
14.05.2019	10:04:12.8	-25.00	0.23	0.50	0.50	0.50	0.50	0.81	0.27	0.41	0.75
14.05.2019	10:04:12.9	-24.84	0.23	0.52	0.52	0.52	0.52	0.94	0.55	0.65	0.74
14.05.2019	10:04:13.0	-24.28	0.23	0.58	0.58	0.58	0.58	1.29	0.82	1.14	1.20
14.05.2019	10:04:13.1	-23.34	0.23	0.64	0.64	0.64	0.64	1.67	1.09	1.36	1.56
14.05.2019	10:04:13.2	-22.02	0.23	0.69	0.69	0.69	0.69	1.55	1.18	1.54	1.44
14.05.2019	10:04:13.3	-20.38	0.23	0.70	0.70	0.70	0.70	1.28	1.24	1.54	1.71
14.05.2019	10:04:13.4	-18.40	0.23	0.68	0.68	0.68	0.68	1.42	1.05	1.44	1.38
14.05.2019	10:04:13.5	-16.11	0.23	0.62	0.62	0.62	0.62	1.16	0.89	0.76	1.07
14.05.2019	10:04:13.6	-13.56	0.23	0.56	0.56	0.56	0.56	0.69	0.58	0.41	0.54
14.05.2019	10:04:13.7	-10.82	0.23	0.51	0.51	0.51	0.51	0.63	0.25	0.39	0.67
14.05.2019	10:04:13.8	-7.93	0.23	0.50	0.50	0.50	0.50	0.45	0.19	0.50	0.39
14.05.2019	10:04:13.9	-4.89	0.23	0.52	0.52	0.52	0.52	0.55	0.40	0.55	0.57
14.05.2019	10:04:14.0	-1.78	0.23	0.58	0.58	0.58	0.58	0.83	0.81	0.97	1.03
14.05.2019	10:04:14.1	1.35	0.23	0.64	0.64	0.64	0.64	1.43	1.24	1.38	1.45
14.05.2019	10:04:14.2	4.47	0.23	0.69	0.69	0.69	0.69	1.60	1.43	1.78	1.93
14.05.2019	10:04:14.3	7.52	0.23	0.70	0.70	0.70	0.70	1.73	1.53	1.73	1.93
14.05.2019	10:04:14.4	10.46	0.23	0.68	0.68	0.68	0.68	1.54	1.60	1.33	1.43
14.05.2019	10:04:14.5	13.22	0.23	0.62	0.62	0.62	0.62	1.24	0.96	0.96	0.89
14.05.2019	10:04:14.6	15.76	0.23	0.56	0.56	0.56	0.56	0.81	0.29	0.52	0.55
14.05.2019	10:04:14.7	18.07	0.23	0.51	0.51	0.51	0.51	0.73	0.32	0.13	0.50
