Date	Time	S1 [°]	S2 [°]	L1 contact [mm]	L2 contact [mm]	L3 contact [mm]	L4 contact [mm]	Loading1 [N]	Loading2 [N]	Loading3 [N]	Loading4 [N]
12.05.2019	13:32:42.9	-4.29	0.05	0.49	0.49	0.49	0.49	1.19	-0.08	0.98	-0.01
12.05.2019	13:32:43.0	5.06	0.05	0.52	0.52	0.52	0.52	1.35	0.05	1.38	0.36
12.05.2019	13:32:43.1	13.71	0.05	0.55	0.55	0.55	0.55	1.47	-0.02	1.50	0.20
12.05.2019	13:32:43.2	20.45	0.05	0.58	0.58	0.58	0.58	1.48	-0.05	1.48	0.14
12.05.2019	13:32:43.2	24.29	0.05	0.65	0.65	0.65	0.65	2.12	-0.08	2.21	0.17
12.05.2019	13:32:43.4	24.77	0.05	0.75	0.76	0.75	0.75	2.89	-0.05	3.13	0.11
12.05.2019	13:32:43.5	21.73	0.05	0.80	0.80	0.80	0.80	3.02	-0.05	3.40	0.23
12.05.2019	13:32:43.6	15.64	0.05	0.77	0.77	0.77	0.77	2.48	-0.12	3.15	0.33
12.05.2019	13:32:43.7	7.35	0.05	0.67	0.67	0.67	0.67	1.50	0.01	1.94	0.11
12.05.2019	13:32:43.7	-1.96	0.05	0.55	0.55	0.55	0.55	0.79	-0.10	1.01	0.34
12.05.2019	13:32:43.9	-10.99	0.05	0.44	0.45	0.45	0.45	0.48	0.06	0.42	0.18
12.05.2019	13:32:44.0	-18.49	0.05	0.40	0.40	0.40	0.40	0.48	-0.03	0.28	0.16
12.05.2019	13:32:44.1	-23.37	0.05	0.43	0.43	0.43	0.43	0.81	-0.16	0.54	-0.02
12.05.2019	13:32:44.2	-24.99	0.05	0.53	0.53	0.53	0.53	1.06	0.15	1.25	0.10
12.05.2019	13:32:44.2	-23.11	0.05	0.65	0.65	0.65	0.65	1.82	0.02	1.88	0.16
12.05.2019	13:32:44.4	-17.98	0.05	0.75	0.75	0.75	0.75	2.50	-0.17	2.62	0.14
12.05.2019	13:32:44.5	-10.29	0.05	0.80	0.80	0.80	0.80	2.66	0.07	2.81	0.11
12.05.2019	13:32:44.6	-1.20	0.05	0.77	0.77	0.77	0.77	2.11	-0.04	2.24	0.26
12.05.2019	13:32:44.7	8.09	0.05	0.67	0.67	0.67	0.67	1.35	-0.04	1.24	0.30
12.05.2019	13:32:44.7	16.25	0.05	0.55	0.55	0.55	0.55	0.64	0.00	0.52	0.10
12.05.2019	13:32:44.9	22.10	0.05	0.45	0.44	0.45	0.45	0.39	-0.06	0.23	0.15
12.05.2019	13:32:45.0	24.84	0.05	0.40	0.40	0.40	0.40	0.35	-0.01	0.18	0.10
12.05.2019	13:32:45.1	24.12	0.05	0.43	0.43	0.43	0.43	0.40	-0.05	0.29	0.10
12.05.2019	13:32:45.2	20.01	0.05	0.53	0.53	0.53	0.53	1.14	-0.05	1.16	0.05
12.05.2019	13:32:45.2	13.08	0.05	0.65	0.65	0.65	0.65	1.97	-0.02	2.27	0.15
12.05.2019	13:32:45.4	4.31	0.05	0.75	0.75	0.75	0.75	2.65	-0.08	3.18	0.08
12.05.2019	13:32:45.5	-5.07	0.05	0.80	0.80	0.80	0.80	2.81	-0.02	3.25	0.16
12.05.2019	13:32:45.6	-13.71	0.05	0.77	0.77	0.77	0.77	2.31	0.06	2.83	0.17
12.05.2019	13:32:45.7	-20.44	0.05	0.67	0.67	0.67	0.67	1.38	-0.17	1.73	0.12
12.05.2019	13:32:45.7	-24.29	0.05	0.55	0.55	0.55	0.55	0.84	0.01	0.72	0.26
12.05.2019	13:32:45.9	-24.77	0.05	0.45	0.45	0.44	0.45	0.26	0.04	0.23	0.18
12.05.2019	13:32:46.0	-21.72	0.05	0.40	0.40	0.40	0.40	0.23	-0.04	0.25	0.13
12.05.2019	13:32:46.1	-15.63	0.05	0.43	0.43	0.43	0.43	0.55	-0.15	0.36	0.09
12.05.2019	13:32:46.2	-7.35	0.05	0.53	0.53	0.53	0.53	1.06	0.01	0.96	0.17
12.05.2019	13:32:46.2	1.96	0.05	0.65	0.65	0.65	0.65	1.89	-0.05	1.69	0.17
12.05.2019	13:32:46.4	11.00	0.05	0.75	0.75	0.75	0.75	2.29	-0.18	2.54	0.16
12.05.2019	13:32:46.5	18.49	0.05	0.80	0.80	0.80	0.80	2.61	-0.04	2.56	0.14
12.05.2019	13:32:46.6	23.36	0.05	0.77	0.77	0.77	0.77	2.13	-0.19	2.19	0.17
12.05.2019	13:32:46.7	24.99	0.05	0.67	0.67	0.67	0.67	1.28	-0.03	1.12	0.13
12.05.2019	13:32:46.7	23.11	0.05	0.55	0.55	0.55	0.55	0.69	-0.12	0.43	0.35
12.05.2019	13:32:46.9	17.97	0.05	0.44	0.44	0.44	0.45	0.40	-0.05	0.29	0.02
12.05.2019	13:32:47.0	10.30	0.05	0.40	0.40	0.40	0.40	0.38	-0.14	0.25	-0.04
12.05.2019	13:32:47.1	1.17	0.05	0.43	0.43	0.43	0.43	0.50	-0.03	0.40	0.14
12.05.2019	13:32:47.2	-8.10	0.05	0.53	0.53	0.53	0.53	1.17	-0.13	1.08	0.14
12.05.2019	13:32:47.2	-16.25	0.05	0.65	0.65	0.65	0.65	1.82	-0.05	1.92	0.16
12.05.2019	13:32:47.4	-22.10	0.05	0.75	0.75	0.75	0.75	2.60	-0.07	2.97	0.15
12.05.2019	13:32:47.5	-24.83	0.05	0.80	0.80	0.80	0.80	2.74	-0.20	2.97	0.26
12.05.2019	13:32:47.6	-24.13	0.05	0.77	0.77	0.77	0.77	2.35	-0.03	2.28	0.15
12.05.2019	13:32:47.7	-20.00	0.05	0.67	0.67	0.67	0.67	1.28	0.02	1.22	0.09
12.05.2019	13:32:47.7	-13.09	0.05	0.55	0.55	0.55	0.55	0.60	0.02	0.40	0.29
12.05.2019	13:32:47.9	-4.30	0.05	0.45	0.44	0.45	0.45	0.22	-0.03	0.09	0.24
12.05.2019	13:32:48.0	5.07	0.05	0.40	0.40	0.40	0.40	0.26	-0.04	0.03	-0.00
12.05.2019	13:32:48.1	13.72	0.05	0.43	0.43	0.43	0.43	0.47	0.04	0.30	0.04
12.05.2019	13:32:48.2	20.45	0.05	0.53	0.53	0.53	0.53	0.95	-0.43	0.71	0.17
12.05.2019	13:32:48.2	24.29	0.05	0.65	0.65	0.65	0.65	1.62	-0.05	1.59	0.14
12.05.2019	13:32:48.4	24.77	0.05	0.75	0.75	0.75	0.75	2.38	-0.03	2.31	0.16
12.05.2019	13:32:48.5	21.73	0.05	0.80	0.80	0.80	0.80	2.52	0.16	2.75	0.23
12.05.2019	13:32:48.6	15.64	0.05	0.77	0.77	0.77	0.77	2.05	-0.06	2.44	0.19
12.05.2019	13:32:48.7	7.34	0.05	0.67	0.67	0.67	0.67	1.21	-0.17	1.41	0.12
12.05.2019	13:32:48.7	-1.97	0.05	0.55	0.55	0.55	0.55	0.65	0.04	0.50	0.02
12.05.2019	13:32:48.9	-10.99	0.05	0.44	0.44	0.45	0.45	0.27	-0.15	0.12	0.14
12.05.2019	13:32:49.0	-18.49	0.05	0.40	0.40	0.40	0.40	0.29	0.10	0.04	0.14
12.05.2019	13:32:49.1	-23.38	0.05	0.43	0.43	0.43	0.43	0.56	-0.14	0.18	0.24
12.05.2019	13:32:49.2	-24.98	0.05	0.53	0.53	0.53	0.53	0.99	0.08	0.85	0.06
12.05.2019	13:32:49.2	-23.12	0.05	0.65	0.65	0.65	0.65	1.59	-0.12	1.52	0.19
12.05.2019	13:32:49.4	-17.97	0.05	0.75	0.75	0.75	0.75	2.35	-0.18	2.16	0.14
12.05.2019	13:32:49.5	-10.29	0.05	0.80	0.80	0.80	0.80	2.60	0.19	2.19	0.16
12.05.2019	13:32:49.6	-1.18	0.05	0.77	0.77	0.77	0.77	1.95	0.05	1.91	0.02
12.05.2019	13:32:49.7	8.10	0.05	0.67	0.67	0.67	0.67	1.12	-0.07	1.20	0.12
12.05.2019	13:32:49.7	16.25	0.05	0.55	0.55	0.55	0.55	0.53	-0.02	0.48	0.14
12.05.2019	13:32:49.9	22.10	0.05	0.44	0.44	0.45	0.45	0.30	-0.13	-0.01	0.02
12.05.2019	13:32:50.0	24.84	0.05	0.40	0.40	0.40	0.40	0.38	0.10	0.03	0.14
12.05.2019	13:32:50.1	24.13	0.05	0.43	0.43	0.43	0.43	0.39	-0.06	0.36	0.09
12.05.2019	13:32:50.2	20.01	0.05	0.53	0.53	0.53	0.53	1.04	-0.14	0.86	0.14
12.05.2019	13:32:50.2	13.07	0.05	0.65	0.65	0.65	0.65	1.56	-0.07	1.85	0.14
12.05.2019	13:32:50.4	4.30	0.05	0.75	0.75	0.75	0.75	2.37	0.13	2.76	0.09
12.05.2019	13:32:50.5	-5.08	0.05	0.80	0.80	0.80	0.80	2.62	0.02	2.89	0.13
12.05.2019	13:32:50.6	-13.72	0.05	0.77	0.77	0.77	0.77	2.10	0.09	2.31	0.03
12.05.2019	13:32:50.7	-20.44	0.05	0.67	0.67	0.67	0.67	1.28	0.13	1.35	0.20
12.05.2019	13:32:50.7	-24.30	0.05	0.55	0.55	0.55	0.55	0.57	-0.03	0.55	0.04
12.05.2019	13:32:50.9	-24.76	0.05	0.45	0.44	0.45	0.45	0.33	0.00	0.21	0.26
12.05.2019	13:32:51.0	-21.73	0.05	0.40	0.40	0.40	0.40	0.27	0.10	0.13	0.04
12.05.2019	13:32:51.1	-15.63	0.05	0.43	0.43	0.43	0.43	0.45	-0.04	0.07	0.17
12.05.2019	13:32:51.2	-7.35	0.05	0.53	0.53	0.53	0.53	0.80	-0.11	0.69	0.23
12.05.2019	13:32:51.2	1.96	0.05	0.65	0.65	0.65	0.65	1.59	-0.11	1.43	0.25
12.05.2019	13:32:51.4	11.00	0.05	0.75	0.75	0.75	0.75	2.22	-0.16	2.10	0.14
12.05.2019	13:32:51.5	18.47	0.05	0.80	0.80	0.80	0.80	2.39	0.02	2.25	0.24
12.05.2019	13:32:51.6	23.37	0.05	0.77	0.77	0.77	0.77	2.01	-0.08	1.89	0.13
12.05.2019	13:32:51.7	24.98	0.05	0.67	0.67	0.67	0.67	1.09	-0.03	0.88	0.19
12.05.2019	13:32:51.7	23.11	0.05	0.55	0.55	0.55	0.55	0.50	0.10	0.39	0.29
12.05.2019	13:32:51.9	17.97	0.05	0.44	0.45	0.45	0.45	0.35	-0.09	-0.00	0.15
12.05.2019	13:32:52.0	10.29	0.05	0.40	0.40	0.40	0.40	0.26	0.20	0.23	0.17
12.05.2019	13:32:52.1	1.17	0.05	0.43	0.43	0.43	0.43	0.47	-0.16	0.29	0.14
12.05.2019	13:32:52.2	-8.10	0.05	0.53	0.53	0.53	0.53	0.85	0.00	0.84	0.17
12.05.2019	13:32:52.2	-16.23	0.05	0.65	0.65	0.65	0.65	1.67	-0.05	1.82	0.14
12.05.2019	13:32:52.4	-22.10	0.05	0.75	0.75	0.75	0.75	2.36	0.08	2.60	0.17
12.05.2019	13:32:52.5	-24.83	0.05	0.80	0.80	0.80	0.80	2.58	0.09	3.07	0.04
12.05.2019	13:32:52.6	-24.12	0.05	0.77	0.77	0.77	0.77	2.05	-0.11	2.06	0.10
12.05.2019	13:32:52.7	-20.00	0.05	0.67	0.67	0.67	0.67	1.27	-0.00	1.00	0.12
12.05.2019	13:32:52.7	-13.08	0.05	0.55	0.55	0.55	0.55	0.72	-0.14	0.29	0.25
12.05.2019	13:32:52.9	-4.30	0.05	0.44	0.45	0.44	0.45	0.21	-0.18	0.20	0.30
12.05.2019	13:32:53.0	5.07	0.05	0.40	0.40	0.40	0.40	0.16	-0.03	0.13	0.03
12.05.2019	13:32:53.1	13.71	0.05	0.43	0.43	0.43	0.43	0.33	-0.14	0.12	0.14
12.05.2019	13:32:53.2	20.47	0.05	0.53	0.53	0.53	0.53	0.84	-0.11	0.63	0.13
12.05.2019	13:32:53.2	24.29	0.05	0.65	0.65	0.65	0.65	1.58	-0.09	1.41	0.00
12.05.2019	13:32:53.4	24.77	0.05	0.75	0.75	0.75	0.75	2.12	-0.07	2.16	0.13
12.05.2019	13:32:53.5	21.73	0.05	0.80	0.80	0.80	0.80	2.32	-0.06	2.56	0.16
12.05.2019	13:32:53.6	15.64	0.05	0.77	0.77	0.77	0.77	1.98	-0.02	2.25	0.15
12.05.2019	13:32:53.7	7.35	0.05	0.67	0.67	0.67	0.67	1.28	0.12	1.42	0.03
12.05.2019	13:32:53.7	-1.97	0.05	0.55	0.55	0.55	0.55	0.75	-0.27	0.46	0.01
12.05.2019	13:32:53.9	-11.00	0.05	0.45	0.44	0.45	0.45	0.30	-0.06	0.14	0.10
12.05.2019	13:32:54.0	-18.50	0.05	0.40	0.40	0.40	0.40	0.23	-0.02	0.13	0.24
12.05.2019	13:32:54.1	-23.38	0.05	0.43	0.43	0.43	0.43	0.41	-0.17	0.23	0.14
12.05.2019	13:32:54.2	-24.99	0.05	0.53	0.53	0.53	0.53	0.97	-0.05	0.80	0.08
12.05.2019	13:32:54.2	-23.12	0.05	0.65	0.65	0.65	0.65	1.43	0.04	1.35	0.15
12.05.2019	13:32:54.4	-17.98	0.05	0.75	0.75	0.75	0.75	2.11	0.15	1.95	0.04
12.05.2019	13:32:54.5	-10.29	0.05	0.80	0.80	0.80	0.80	2.37	-0.04	2.22	0.12
12.05.2019	13:32:54.6	-1.20	0.05	0.77	0.77	0.77	0.77	2.16	0.13	1.77	0.40
12.05.2019	13:32:54.7	8.09	0.05	0.67	0.67	0.67	0.67	1.13	-0.13	0.87	0.08
12.05.2019	13:32:54.7	16.24	0.05	0.55	0.55	0.55	0.55	0.51	0.12	0.35	0.09
12.05.2019	13:32:54.9	22.10	0.05	0.44	0.45	0.44	0.45	0.27	-0.01	0.07	0.02
12.05.2019	13:32:55.0	24.83	0.05	0.40	0.40	0.40	0.40	0.15	-0.45	0.06	0.03
12.05.2019	13:32:55.1	24.13	0.05	0.43	0.43	0.43	0.43	0.33	-0.13	0.07	0.16
12.05.2019	13:32:55.2	20.01	0.05	0.53	0.53	0.53	0.53	0.76	-0.03	0.73	0.05
12.05.2019	13:32:55.2	13.08	0.05	0.65	0.65	0.65	0.65	1.43	-0.03	1.66	0.19
12.05.2019	13:32:55.4	4.30	0.05	0.75	0.75	0.75	0.75	2.32	-0.18	2.79	0.12
12.05.2019	13:32:55.5	-5.07	0.05	0.80	0.80	0.80	0.80	2.45	-0.10	2.81	0.26
12.05.2019	13:32:55.6	-13.72	0.05	0.77	0.77	0.77	0.77	2.16	-0.11	2.42	0.20
12.05.2019	13:32:55.7	-20.45	0.05	0.67	0.67	0.67	0.67	1.15	-0.02	1.28	0.23
12.05.2019	13:32:55.7	-24.29	0.05	0.55	0.55	0.55	0.55	0.59	-0.11	0.49	0.25
12.05.2019	13:32:55.9	-24.77	0.05	0.44	0.45	0.45	0.45	0.35	0.10	0.13	0.15
12.05.2019	13:32:56.0	-21.72	0.05	0.40	0.40	0.40	0.40	0.22	0.02	0.02	0.01
12.05.2019	13:32:56.1	-15.63	0.05	0.43	0.43	0.43	0.43	0.37	-0.05	0.17	0.26
12.05.2019	13:32:56.2	-7.36	0.05	0.53	0.53	0.53	0.53	0.83	0.02	0.58	0.07
12.05.2019	13:32:56.2	1.95	0.05	0.65	0.65	0.65	0.65	1.55	-0.04	1.24	0.13
12.05.2019	13:32:56.4	11.00	0.05	0.75	0.75	0.75	0.75	2.24	0.10	2.14	0.13
12.05.2019	13:32:56.5	18.46	0.05	0.80	0.80	0.80	0.80	2.46	-0.21	1.98	0.32
12.05.2019	13:32:56.6	23.36	0.05	0.77	0.77	0.77	0.77	1.94	-0.18	1.83	0.21
12.05.2019	13:32:56.7	24.99	0.05	0.67	0.67	0.67	0.67	1.00	-0.03	0.82	0.10
12.05.2019	13:32:56.7	23.11	0.05	0.55	0.55	0.55	0.55	0.54	0.03	0.35	0.12
12.05.2019	13:32:56.9	17.96	0.05	0.45	0.44	0.45	0.45	0.30	-0.15	0.12	0.15
12.05.2019	13:32:57.0	10.30	0.05	0.40	0.40	0.40	0.40	0.18	-0.15	0.15	0.03
12.05.2019	13:32:57.1	1.17	0.05	0.43	0.43	0.43	0.43	0.24	0.02	0.18	0.20
12.05.2019	13:32:57.2	-8.10	0.05	0.53	0.53	0.53	0.53	0.82	-0.11	0.89	0.09
12.05.2019	13:32:57.2	-16.24	0.05	0.65	0.65	0.65	0.65	1.53	-0.03	1.56	0.13
12.05.2019	13:32:57.4	-22.10	0.05	0.75	0.75	0.75	0.75	2.24	-0.04	2.40	0.13
12.05.2019	13:32:57.5	-24.83	0.05	0.80	0.80	0.80	0.80	2.62	0.06	2.63	0.28
12.05.2019	13:32:57.6	-24.13	0.05	0.77	0.77	0.77	0.77	1.90	-0.12	2.03	0.20
12.05.2019	13:32:57.7	-20.00	0.05	0.67	0.67	0.67	0.67	1.20	-0.23	1.03	0.11
12.05.2019	13:32:57.7	-13.09	0.05	0.55	0.55	0.55	0.55	0.42	-0.07	0.19	0.13
12.05.2019	13:32:57.9	-4.29	0.05	0.44	0.45	0.45	0.45	0.24	-0.05	-0.05	0.06
12.05.2019	13:32:58.0	5.06	0.05	0.40	0.40	0.40	0.40	0.26	0.04	0.06	0.13
12.05.2019	13:32:58.1	13.72	0.05	0.43	0.43	0.43	0.43	0.41	-0.19	0.23	0.08
12.05.2019	13:32:58.2	20.44	0.05	0.53	0.53	0.53	0.53	0.77	0.01	0.59	0.23
12.05.2019	13:32:58.2	24.29	0.05	0.65	0.65	0.65	0.65	1.49	0.00	1.24	0.02
12.05.2019	13:32:58.4	24.77	0.05	0.75	0.76	0.75	0.75	2.03	-0.07	2.11	0.28
12.05.2019	13:32:58.5	21.73	0.05	0.80	0.80	0.80	0.80	2.23	-0.04	2.36	0.18
12.05.2019	13:32:58.6	15.64	0.05	0.77	0.77	0.77	0.77	1.97	-0.03	2.24	0.05
12.05.2019	13:32:58.7	7.35	0.05	0.67	0.67	0.67	0.67	1.03	0.02	1.34	0.05
12.05.2019	13:32:58.7	-1.96	0.05	0.55	0.55	0.55	0.55	0.56	-0.26	0.46	0.11
12.05.2019	13:32:58.9	-11.00	0.05	0.44	0.45	0.44	0.45	0.32	0.05	-0.02	0.11
12.05.2019	13:32:59.0	-18.49	0.05	0.40	0.40	0.40	0.40	0.10	-0.03	0.11	0.09
12.05.2019	13:32:59.1	-23.39	0.05	0.43	0.43	0.43	0.43	0.39	-0.09	0.08	0.07
12.05.2019	13:32:59.2	-24.99	0.05	0.53	0.53	0.53	0.53	0.81	-0.03	0.83	0.16
12.05.2019	13:32:59.2	-23.12	0.05	0.65	0.65	0.65	0.65	1.59	0.28	1.24	0.07
12.05.2019	13:32:59.4	-17.97	0.05	0.75	0.75	0.75	0.75	1.85	0.01	1.90	0.17
12.05.2019	13:32:59.5	-10.29	0.05	0.80	0.80	0.80	0.80	2.11	-0.03	2.05	0.05
12.05.2019	13:32:59.6	-1.19	0.05	0.77	0.77	0.77	0.77	1.76	0.01	1.71	0.14
12.05.2019	13:32:59.7	8.10	0.05	0.67	0.67	0.67	0.67	0.99	-0.06	1.00	-0.03
12.05.2019	13:32:59.7	16.25	0.05	0.55	0.55	0.55	0.55	0.41	-0.10	0.37	0.08
12.05.2019	13:32:59.9	22.10	0.05	0.45	0.44	0.45	0.45	0.25	-0.04	0.03	0.36
12.05.2019	13:33:00.0	24.85	0.05	0.40	0.40	0.40	0.40	0.28	-0.09	0.05	0.13
12.05.2019	13:33:00.1	24.13	0.05	0.43	0.43	0.43	0.43	0.18	-0.17	0.21	0.20
12.05.2019	13:33:00.2	20.01	0.05	0.53	0.53	0.53	0.53	0.80	-0.04	0.74	0.12
12.05.2019	13:33:00.2	13.08	0.05	0.65	0.65	0.65	0.65	1.62	0.03	1.57	0.14
12.05.2019	13:33:00.4	4.30	0.05	0.75	0.75	0.75	0.75	2.29	0.01	2.61	0.15
12.05.2019	13:33:00.5	-5.07	0.05	0.80	0.80	0.80	0.80	2.43	0.11	2.72	0.13
12.05.2019	13:33:00.6	-13.71	0.05	0.77	0.77	0.77	0.77	2.10	-0.04	2.11	0.20
12.05.2019	13:33:00.7	-20.44	0.05	0.67	0.67	0.67	0.67	1.11	0.06	1.48	0.10
12.05.2019	13:33:00.7	-24.29	0.05	0.55	0.55	0.55	0.55	0.46	0.12	0.40	0.19
12.05.2019	13:33:00.9	-24.77	0.05	0.45	0.45	0.45	0.45	0.39	0.04	0.12	0.08
12.05.2019	13:33:01.0	-21.72	0.05	0.40	0.40	0.40	0.40	0.24	-0.23	-0.08	0.10
12.05.2019	13:33:01.1	-15.64	0.05	0.43	0.43	0.43	0.43	0.36	-0.20	0.20	0.13
12.05.2019	13:33:01.2	-7.35	0.05	0.53	0.53	0.53	0.53	0.96	-0.36	0.52	0.16
12.05.2019	13:33:01.2	1.96	0.05	0.65	0.65	0.65	0.65	1.40	-0.08	1.33	0.10
12.05.2019	13:33:01.4	10.99	0.05	0.75	0.76	0.75	0.75	2.16	-0.04	1.98	0.24
12.05.2019	13:33:01.5	18.49	0.05	0.80	0.80	0.80	0.80	2.27	-0.02	2.17	0.15
12.05.2019	13:33:01.6	23.37	0.05	0.77	0.77	0.77	0.77	1.88	-0.14	1.82	0.19
12.05.2019	13:33:01.7	24.99	0.05	0.67	0.67	0.67	0.67	1.16	-0.14	0.87	0.30
12.05.2019	13:33:01.7	23.12	0.05	0.55	0.55	0.55	0.55	0.49	-0.08	0.47	0.18
12.05.2019	13:33:01.9	17.97	0.05	0.44	0.45	0.44	0.45	0.28	-0.11	0.10	0.18
12.05.2019	13:33:02.0	10.29	0.05	0.40	0.40	0.40	0.40	0.34	0.01	0.08	-0.04
