Date	Time	S1 [°]	S2 [°]	L1 contact [mm]	L2 contact [mm]	L3 contact [mm]	L4 contact [mm]	Loading1 [N]	Loading2 [N]	Loading3 [N]	Loading4 [N]
12.05.2019	11:21:36.7	0.00	0.04	0.00	0.00	0.00	0.00	-0.02	0.09	0.00	-0.01
12.05.2019	11:21:36.8	0.00	0.04	0.00	0.00	0.00	0.00	-0.40	0.20	-0.04	-0.02
12.05.2019	11:21:36.9	0.00	0.04	0.00	0.00	0.00	0.00	0.21	-0.02	0.09	0.00
12.05.2019	11:21:37.0	0.00	0.04	0.00	0.00	0.00	0.00	-0.05	0.28	0.14	-0.07
12.05.2019	11:21:37.1	0.00	0.04	0.00	0.00	0.00	0.00	-0.09	0.02	0.20	0.11
12.05.2019	11:21:37.2	0.00	0.04	0.00	0.00	0.00	0.00	-0.00	-0.03	-0.14	0.08
12.05.2019	11:21:37.3	0.01	0.04	0.00	0.00	0.00	0.00	0.20	-0.05	0.08	-0.05
12.05.2019	11:21:37.4	0.00	0.04	0.00	0.00	0.00	0.00	0.01	0.17	-0.13	-0.24
12.05.2019	11:21:37.5	0.00	0.04	0.00	0.00	0.00	0.00	-0.08	0.01	-0.03	0.04
12.05.2019	11:21:37.6	0.00	0.04	0.00	0.00	0.00	0.00	-0.05	0.19	-0.12	0.05
12.05.2019	11:21:37.7	0.00	0.04	0.00	0.00	0.00	0.00	0.02	0.11	-0.00	-0.07
12.05.2019	11:21:37.8	0.00	0.04	0.00	0.00	0.00	0.00	0.15	0.02	0.04	0.00
12.05.2019	11:21:37.9	-0.27	0.04	0.00	0.00	0.00	0.00	-0.05	0.07	-0.00	0.09
12.05.2019	11:21:38.0	14.07	0.04	0.03	0.03	0.03	0.03	-0.01	-0.01	0.02	-0.11
12.05.2019	11:21:38.1	23.54	0.04	0.06	0.06	0.06	0.06	0.01	-0.02	0.18	0.02
12.05.2019	11:21:38.2	24.02	0.04	0.09	0.09	0.09	0.09	0.09	0.08	0.15	-0.05
12.05.2019	11:21:38.3	15.33	0.04	0.12	0.12	0.12	0.12	-0.10	0.04	0.13	0.12
12.05.2019	11:21:38.4	0.76	0.04	0.15	0.15	0.15	0.15	0.13	0.27	0.16	0.08
12.05.2019	11:21:38.5	-14.08	0.04	0.18	0.18	0.18	0.18	0.38	0.32	0.19	0.14
12.05.2019	11:21:38.6	-23.53	0.04	0.21	0.21	0.21	0.21	0.31	0.44	0.26	0.26
12.05.2019	11:21:38.7	-24.02	0.04	0.24	0.24	0.24	0.24	0.30	0.52	0.24	0.21
12.05.2019	11:21:38.8	-15.32	0.04	0.27	0.27	0.27	0.27	0.36	0.39	0.25	0.23
12.05.2019	11:21:38.9	-0.75	0.04	0.30	0.30	0.30	0.30	0.51	0.50	0.21	0.37
12.05.2019	11:21:39.0	14.07	0.04	0.33	0.33	0.33	0.33	0.53	0.59	0.39	0.49
12.05.2019	11:21:39.1	23.54	0.04	0.36	0.36	0.36	0.36	0.84	0.57	0.60	0.43
12.05.2019	11:21:39.2	24.02	0.04	0.39	0.39	0.39	0.39	0.76	0.78	0.57	0.64
12.05.2019	11:21:39.3	15.33	0.04	0.42	0.42	0.42	0.42	1.08	1.14	0.77	0.93
12.05.2019	11:21:39.4	0.77	0.04	0.45	0.45	0.45	0.45	1.23	1.41	0.84	1.33
12.05.2019	11:21:39.5	-13.98	0.04	0.48	0.48	0.48	0.48	1.24	1.56	1.02	1.26
12.05.2019	11:21:39.6	-23.53	0.04	0.51	0.51	0.51	0.51	1.35	1.60	1.22	1.71
12.05.2019	11:21:39.7	-24.02	0.04	0.54	0.54	0.54	0.54	1.32	1.53	1.17	1.29
12.05.2019	11:21:39.8	-15.34	0.04	0.57	0.57	0.57	0.57	1.36	1.25	1.08	1.17
12.05.2019	11:21:39.9	-0.78	0.04	0.64	0.64	0.64	0.64	2.14	1.81	1.91	1.83
12.05.2019	11:21:40.0	14.06	0.04	0.86	0.86	0.86	0.86	3.39	3.57	3.40	3.34
12.05.2019	11:21:40.1	23.53	0.04	0.99	0.99	0.99	0.99	3.92	4.03	4.96	4.33
12.05.2019	11:21:40.2	24.02	0.04	0.97	0.97	0.97	0.97	3.77	3.27	3.60	3.67
12.05.2019	11:21:40.3	15.34	0.04	0.80	0.80	0.80	0.80	2.20	2.23	1.74	2.61
12.05.2019	11:21:40.4	0.76	0.04	0.56	0.56	0.56	0.56	0.78	0.73	0.27	0.56
12.05.2019	11:21:40.5	-14.09	0.04	0.33	0.33	0.33	0.34	0.15	0.16	-0.01	0.11
12.05.2019	11:21:40.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.01	0.09	0.14	0.02
12.05.2019	11:21:40.7	-24.02	0.04	0.23	0.23	0.23	0.23	0.18	0.32	0.04	0.11
12.05.2019	11:21:40.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.48	0.89	0.50	0.62
12.05.2019	11:21:40.9	-0.78	0.04	0.64	0.64	0.64	0.64	1.84	1.76	1.50	1.67
12.05.2019	11:21:41.0	14.07	0.04	0.86	0.86	0.86	0.86	3.50	3.42	2.79	2.97
12.05.2019	11:21:41.1	23.53	0.04	0.99	0.99	0.99	0.99	3.75	4.02	4.46	3.92
12.05.2019	11:21:41.2	24.01	0.04	0.97	0.97	0.97	0.97	3.54	3.38	3.20	3.06
12.05.2019	11:21:41.3	15.34	0.04	0.80	0.80	0.80	0.80	2.14	2.34	1.72	2.36
12.05.2019	11:21:41.4	0.77	0.04	0.56	0.56	0.56	0.56	0.55	0.60	0.21	0.50
12.05.2019	11:21:41.5	-14.09	0.04	0.33	0.33	0.34	0.34	0.06	0.06	0.09	0.08
12.05.2019	11:21:41.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.04	0.02	0.06	0.14
12.05.2019	11:21:41.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.11	0.08	0.10	0.21
12.05.2019	11:21:41.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.45	0.67	0.40	0.48
12.05.2019	11:21:41.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.64	1.66	1.28	1.47
12.05.2019	11:21:42.0	14.07	0.04	0.86	0.86	0.86	0.86	2.90	3.19	2.63	2.87
12.05.2019	11:21:42.1	23.53	0.04	0.99	0.99	0.99	0.99	3.55	3.89	4.11	3.73
12.05.2019	11:21:42.2	24.02	0.04	0.97	0.97	0.97	0.97	3.48	3.12	3.09	3.08
12.05.2019	11:21:42.3	15.44	0.04	0.81	0.80	0.80	0.81	1.93	2.18	1.59	2.26
12.05.2019	11:21:42.4	0.77	0.04	0.56	0.56	0.56	0.56	0.35	0.65	0.30	0.48
12.05.2019	11:21:42.5	-14.09	0.04	0.33	0.33	0.34	0.34	0.03	0.13	0.06	0.12
12.05.2019	11:21:42.6	-23.53	0.04	0.21	0.21	0.21	0.21	-0.09	0.12	0.15	-0.14
12.05.2019	11:21:42.7	-24.03	0.04	0.23	0.23	0.23	0.23	-0.05	0.02	0.13	-0.00
12.05.2019	11:21:42.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.38	0.52	0.30	0.44
12.05.2019	11:21:42.9	-0.78	0.04	0.64	0.64	0.64	0.64	1.56	1.63	1.25	1.37
12.05.2019	11:21:43.0	14.07	0.04	0.86	0.86	0.86	0.86	3.09	3.19	2.49	2.73
12.05.2019	11:21:43.1	23.49	0.04	0.99	0.99	0.99	0.99	3.60	3.58	4.09	3.66
12.05.2019	11:21:43.2	24.02	0.04	0.97	0.97	0.97	0.97	3.42	2.85	2.89	2.93
12.05.2019	11:21:43.3	15.34	0.04	0.80	0.80	0.80	0.80	2.07	1.95	1.70	2.16
12.05.2019	11:21:43.4	0.76	0.04	0.56	0.56	0.56	0.56	0.49	0.58	0.18	0.46
12.05.2019	11:21:43.5	-14.08	0.04	0.33	0.33	0.34	0.34	-0.12	0.08	0.11	0.10
12.05.2019	11:21:43.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.07	0.04	0.12	-0.12
12.05.2019	11:21:43.7	-24.01	0.04	0.23	0.23	0.23	0.23	-0.02	0.02	0.06	0.07
12.05.2019	11:21:43.8	-15.43	0.04	0.39	0.40	0.39	0.39	0.22	0.52	0.33	0.40
12.05.2019	11:21:43.9	-0.78	0.04	0.64	0.64	0.64	0.64	1.55	1.70	1.18	1.32
12.05.2019	11:21:44.0	14.05	0.04	0.86	0.86	0.86	0.86	2.86	2.96	2.40	2.76
12.05.2019	11:21:44.1	23.52	0.04	0.99	0.99	0.99	0.99	3.53	3.54	3.96	3.45
12.05.2019	11:21:44.2	24.02	0.04	0.97	0.97	0.97	0.97	3.34	2.84	2.83	2.83
12.05.2019	11:21:44.3	15.34	0.04	0.80	0.80	0.80	0.80	1.99	1.98	1.54	2.11
12.05.2019	11:21:44.4	0.76	0.04	0.56	0.56	0.56	0.56	0.51	0.36	0.14	0.32
12.05.2019	11:21:44.5	-14.08	0.04	0.33	0.33	0.33	0.34	0.02	0.05	0.05	0.21
12.05.2019	11:21:44.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.00	0.03	0.03	0.05
12.05.2019	11:21:44.7	-24.02	0.04	0.23	0.23	0.23	0.23	0.03	-0.02	-0.05	0.13
12.05.2019	11:21:44.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.23	0.47	0.55	0.31
12.05.2019	11:21:44.9	-0.76	0.04	0.64	0.64	0.64	0.64	1.70	1.42	1.01	1.26
12.05.2019	11:21:45.0	14.07	0.04	0.86	0.86	0.86	0.86	2.88	2.75	2.40	2.48
12.05.2019	11:21:45.1	23.53	0.04	0.99	0.99	0.99	0.99	3.48	3.49	3.89	3.40
12.05.2019	11:21:45.2	24.02	0.04	0.97	0.97	0.97	0.97	3.25	2.79	2.79	2.75
12.05.2019	11:21:45.3	15.34	0.04	0.80	0.80	0.80	0.80	1.90	1.85	1.32	2.13
12.05.2019	11:21:45.4	0.88	0.04	0.56	0.56	0.56	0.56	0.41	0.49	0.23	0.50
12.05.2019	11:21:45.5	-13.99	0.04	0.34	0.34	0.34	0.34	0.15	0.17	0.02	0.05
12.05.2019	11:21:45.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.10	0.15	0.04	0.12
12.05.2019	11:21:45.7	-24.03	0.04	0.23	0.23	0.23	0.23	0.01	0.07	0.07	0.16
12.05.2019	11:21:45.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.33	0.29	0.38	0.35
12.05.2019	11:21:45.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.34	1.41	1.07	1.18
12.05.2019	11:21:46.0	14.07	0.04	0.86	0.86	0.86	0.86	2.89	2.72	2.32	2.43
12.05.2019	11:21:46.1	23.53	0.04	0.99	0.99	0.99	0.99	3.42	3.35	3.67	3.36
12.05.2019	11:21:46.2	24.02	0.04	0.97	0.97	0.97	0.97	3.29	2.55	2.58	2.74
12.05.2019	11:21:46.3	15.34	0.04	0.80	0.80	0.80	0.80	1.90	1.86	1.52	1.97
12.05.2019	11:21:46.4	0.76	0.04	0.56	0.56	0.56	0.56	0.41	0.55	0.17	0.53
12.05.2019	11:21:46.5	-14.09	0.04	0.33	0.34	0.34	0.34	0.01	0.05	0.03	-0.07
12.05.2019	11:21:46.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.04	-0.05	-0.12	-0.05
12.05.2019	11:21:46.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.07	-0.14	0.18	-0.00
12.05.2019	11:21:46.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.41	0.72	0.31	0.39
12.05.2019	11:21:46.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.29	1.36	1.08	1.22
12.05.2019	11:21:47.0	14.08	0.04	0.86	0.86	0.86	0.86	2.84	2.65	2.44	2.44
12.05.2019	11:21:47.1	23.53	0.04	0.99	0.99	0.99	0.99	3.38	3.34	3.73	3.25
12.05.2019	11:21:47.2	24.02	0.04	0.97	0.97	0.97	0.97	3.31	2.56	2.71	2.68
12.05.2019	11:21:47.3	15.34	0.04	0.80	0.80	0.80	0.80	2.03	1.81	1.28	2.17
12.05.2019	11:21:47.4	0.77	0.04	0.56	0.56	0.56	0.56	0.39	0.44	0.16	0.33
12.05.2019	11:21:47.5	-14.08	0.04	0.33	0.33	0.33	0.34	0.02	0.07	0.07	0.09
12.05.2019	11:21:47.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.03	0.05	-0.01	0.01
12.05.2019	11:21:47.7	-24.01	0.04	0.23	0.23	0.23	0.23	0.02	0.22	0.15	-0.02
12.05.2019	11:21:47.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.26	0.36	0.17	0.29
12.05.2019	11:21:47.9	-0.76	0.04	0.64	0.64	0.64	0.64	1.35	1.35	0.95	1.34
12.05.2019	11:21:48.0	14.07	0.04	0.86	0.86	0.86	0.86	2.64	2.60	2.14	2.40
12.05.2019	11:21:48.1	23.49	0.04	0.99	0.99	0.99	0.99	3.38	3.27	3.74	3.19
12.05.2019	11:21:48.2	24.02	0.04	0.97	0.97	0.97	0.97	3.19	2.60	2.48	2.37
12.05.2019	11:21:48.3	15.34	0.04	0.80	0.80	0.80	0.80	1.99	1.74	1.25	2.10
12.05.2019	11:21:48.4	0.87	0.04	0.56	0.56	0.56	0.56	0.33	0.41	-0.15	0.44
12.05.2019	11:21:48.5	-14.08	0.04	0.33	0.33	0.34	0.34	0.05	-0.01	0.06	-0.05
12.05.2019	11:21:48.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.00	-0.08	0.02	0.05
12.05.2019	11:21:48.7	-24.03	0.04	0.23	0.23	0.23	0.23	0.03	0.16	0.09	-0.11
12.05.2019	11:21:48.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.37	0.50	0.47	0.33
12.05.2019	11:21:48.9	-0.76	0.04	0.64	0.64	0.64	0.64	1.36	1.41	0.86	1.13
12.05.2019	11:21:49.0	14.07	0.04	0.86	0.86	0.86	0.86	2.88	2.47	2.22	2.32
12.05.2019	11:21:49.1	23.53	0.04	0.99	0.99	0.99	0.99	3.39	3.21	3.77	3.14
12.05.2019	11:21:49.2	24.02	0.04	0.97	0.97	0.97	0.97	3.12	2.53	2.58	2.41
12.05.2019	11:21:49.3	15.35	0.04	0.80	0.80	0.80	0.80	1.80	1.81	1.23	1.90
12.05.2019	11:21:49.4	0.76	0.04	0.56	0.56	0.56	0.56	0.34	0.25	0.14	0.45
12.05.2019	11:21:49.5	-14.08	0.04	0.33	0.33	0.34	0.34	0.01	0.11	0.04	0.01
12.05.2019	11:21:49.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.02	0.01	0.14	0.09
12.05.2019	11:21:49.7	-24.02	0.04	0.23	0.23	0.23	0.23	0.02	0.10	0.21	-0.00
12.05.2019	11:21:49.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.38	0.45	0.33	0.23
12.05.2019	11:21:49.9	-0.78	0.04	0.64	0.64	0.64	0.64	1.41	1.35	0.84	1.16
12.05.2019	11:21:50.0	14.07	0.04	0.86	0.86	0.86	0.86	2.86	2.63	2.20	2.17
12.05.2019	11:21:50.1	23.53	0.04	0.99	0.99	0.99	0.99	3.50	2.99	3.56	3.08
12.05.2019	11:21:50.2	24.01	0.04	0.97	0.97	0.97	0.97	3.14	2.49	2.37	2.46
12.05.2019	11:21:50.3	15.33	0.04	0.80	0.80	0.80	0.80	1.69	1.66	1.29	1.95
12.05.2019	11:21:50.4	0.77	0.04	0.56	0.56	0.56	0.56	0.36	0.38	0.16	0.36
12.05.2019	11:21:50.5	-14.08	0.04	0.33	0.33	0.34	0.34	0.08	0.01	-0.03	0.13
12.05.2019	11:21:50.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.02	-0.19	0.02	0.04
12.05.2019	11:21:50.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.09	0.04	0.01	-0.13
12.05.2019	11:21:50.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.34	0.40	0.41	0.38
12.05.2019	11:21:50.9	-0.76	0.04	0.64	0.64	0.64	0.64	1.43	1.12	1.06	1.11
12.05.2019	11:21:51.0	14.07	0.04	0.86	0.86	0.86	0.86	2.65	2.48	2.14	2.26
12.05.2019	11:21:51.1	23.53	0.04	0.99	0.99	0.99	0.99	3.35	3.15	3.77	3.16
12.05.2019	11:21:51.2	24.02	0.04	0.97	0.97	0.97	0.97	2.99	2.43	2.55	2.39
12.05.2019	11:21:51.3	15.34	0.04	0.80	0.80	0.80	0.80	1.82	1.62	1.25	1.92
12.05.2019	11:21:51.4	0.77	0.04	0.56	0.56	0.56	0.56	0.24	0.31	0.16	0.25
12.05.2019	11:21:51.5	-14.09	0.04	0.33	0.33	0.33	0.34	-0.22	0.09	-0.01	0.19
12.05.2019	11:21:51.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.10	0.07	-0.05	0.13
12.05.2019	11:21:51.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.06	-0.03	0.06	0.07
12.05.2019	11:21:51.8	-15.34	0.04	0.40	0.40	0.40	0.40	0.22	0.34	0.41	0.35
12.05.2019	11:21:51.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.31	1.32	0.78	1.21
12.05.2019	11:21:52.0	14.07	0.04	0.86	0.86	0.86	0.86	2.82	2.54	2.04	2.30
12.05.2019	11:21:52.1	23.53	0.04	0.99	0.99	0.99	0.99	3.30	3.19	3.58	3.19
12.05.2019	11:21:52.2	24.02	0.04	0.97	0.97	0.97	0.97	3.06	2.48	2.41	2.31
12.05.2019	11:21:52.3	15.34	0.04	0.80	0.80	0.80	0.80	1.76	1.58	1.34	1.94
12.05.2019	11:21:52.4	0.76	0.04	0.56	0.56	0.56	0.56	0.36	0.40	0.18	0.25
12.05.2019	11:21:52.5	-14.09	0.04	0.33	0.34	0.34	0.34	0.17	0.03	0.12	0.17
12.05.2019	11:21:52.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.13	0.16	0.10	0.14
12.05.2019	11:21:52.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.00	0.09	-0.12	-0.02
12.05.2019	11:21:52.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.05	0.42	0.30	0.29
12.05.2019	11:21:52.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.36	1.37	0.95	1.00
12.05.2019	11:21:53.0	14.06	0.04	0.86	0.86	0.86	0.86	2.74	2.49	2.09	2.35
12.05.2019	11:21:53.1	23.52	0.04	0.99	0.99	0.99	0.99	3.34	3.03	3.64	3.03
12.05.2019	11:21:53.2	24.02	0.04	0.97	0.97	0.97	0.97	3.04	2.44	2.32	2.46
12.05.2019	11:21:53.3	15.35	0.04	0.80	0.80	0.80	0.80	1.62	1.78	1.34	1.63
12.05.2019	11:21:53.4	0.77	0.04	0.56	0.56	0.56	0.56	0.35	0.06	0.15	0.24
12.05.2019	11:21:53.5	-14.08	0.04	0.33	0.33	0.33	0.34	0.02	0.02	0.01	0.00
12.05.2019	11:21:53.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.03	-0.14	0.03	-0.01
12.05.2019	11:21:53.7	-24.03	0.04	0.23	0.23	0.23	0.23	0.01	0.09	0.03	0.02
12.05.2019	11:21:53.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.21	0.37	0.30	0.32
12.05.2019	11:21:53.9	-0.76	0.04	0.64	0.64	0.64	0.64	1.16	1.26	0.83	1.06
12.05.2019	11:21:54.0	14.07	0.04	0.86	0.86	0.86	0.86	2.78	2.44	2.01	2.16
12.05.2019	11:21:54.1	23.48	0.04	0.99	0.99	0.99	0.99	3.22	3.14	3.51	2.95
12.05.2019	11:21:54.2	24.02	0.04	0.97	0.97	0.97	0.97	3.02	2.24	2.12	2.39
12.05.2019	11:21:54.3	15.34	0.04	0.80	0.80	0.80	0.80	1.72	1.41	1.18	1.86
12.05.2019	11:21:54.4	0.88	0.04	0.56	0.56	0.56	0.56	0.42	0.25	0.15	0.28
12.05.2019	11:21:54.5	-14.09	0.04	0.33	0.33	0.34	0.34	-0.04	0.04	0.06	0.04
12.05.2019	11:21:54.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.14	-0.03	0.02	-0.05
12.05.2019	11:21:54.7	-24.03	0.04	0.23	0.23	0.23	0.23	0.04	0.08	0.07	-0.13
12.05.2019	11:21:54.8	-15.33	0.04	0.40	0.40	0.40	0.40	0.20	0.40	0.24	0.25
12.05.2019	11:21:54.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.24	1.33	0.76	1.07
12.05.2019	11:21:55.0	14.07	0.04	0.86	0.86	0.86	0.86	2.66	2.36	2.02	2.16
12.05.2019	11:21:55.1	23.53	0.04	0.99	0.99	0.99	0.99	3.07	3.06	3.44	2.75
12.05.2019	11:21:55.2	24.02	0.04	0.97	0.97	0.97	0.97	3.12	2.35	2.29	2.45
12.05.2019	11:21:55.3	15.34	0.04	0.80	0.80	0.80	0.80	1.71	1.36	1.09	1.80
12.05.2019	11:21:55.4	0.76	0.04	0.56	0.56	0.56	0.56	0.45	0.45	0.22	0.32
12.05.2019	11:21:55.5	-14.09	0.04	0.33	0.33	0.34	0.34	0.08	-0.06	0.02	0.07
12.05.2019	11:21:55.6	-23.54	0.04	0.21	0.21	0.21	0.21	0.01	0.03	0.03	0.04
12.05.2019	11:21:55.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.03	0.33	0.05	0.03
12.05.2019	11:21:55.8	-15.44	0.04	0.39	0.40	0.39	0.39	0.13	0.52	0.27	0.25
12.05.2019	11:21:55.9	-0.77	0.04	0.64	0.64	0.64	0.64	1.23	1.21	0.82	1.08
12.05.2019	11:21:56.0	14.06	0.04	0.86	0.86	0.86	0.86	2.64	2.51	1.99	2.11
12.05.2019	11:21:56.1	23.49	0.04	0.99	0.99	0.99	0.99	3.20	3.04	3.49	2.78
12.05.2019	11:21:56.2	24.01	0.04	0.97	0.97	0.97	0.97	2.93	2.31	2.31	2.31
12.05.2019	11:21:56.3	15.34	0.04	0.80	0.80	0.80	0.80	1.53	1.54	1.08	1.78
12.05.2019	11:21:56.4	0.76	0.04	0.56	0.56	0.56	0.56	0.48	0.20	0.08	0.19
12.05.2019	11:21:56.5	-14.11	0.04	0.33	0.33	0.33	0.34	0.07	0.25	0.00	0.09
12.05.2019	11:21:56.6	-23.54	0.04	0.21	0.21	0.21	0.21	-0.10	0.04	0.05	0.08
12.05.2019	11:21:56.7	-24.02	0.04	0.23	0.23	0.23	0.23	0.01	-0.02	0.11	-0.02
12.05.2019	11:21:56.8	-15.32	0.04	0.40	0.40	0.40	0.40	0.23	0.34	0.10	0.19
12.05.2019	11:21:56.9	-0.75	0.04	0.64	0.64	0.64	0.64	1.19	1.25	0.83	1.15
12.05.2019	11:21:57.0	14.07	0.04	0.86	0.86	0.86	0.86	2.36	2.38	2.03	2.19
12.05.2019	11:21:57.1	23.52	0.04	0.99	0.99	0.99	0.99	3.22	2.94	3.52	3.14
12.05.2019	11:21:57.2	24.01	0.04	0.97	0.97	0.97	0.97	2.94	2.25	2.21	2.21
12.05.2019	11:21:57.3	15.34	0.04	0.80	0.80	0.80	0.80	1.63	1.59	1.17	1.72
12.05.2019	11:21:57.4	0.76	0.04	0.56	0.56	0.56	0.56	0.18	0.32	0.12	0.35
12.05.2019	11:21:57.5	-14.08	0.04	0.33	0.33	0.33	0.34	0.03	-0.09	-0.08	-0.07
12.05.2019	11:21:57.6	-23.53	0.04	0.21	0.21	0.21	0.21	-0.11	0.08	-0.03	0.15
12.05.2019	11:21:57.7	-24.02	0.04	0.23	0.23	0.23	0.23	-0.01	0.19	-0.06	0.05
12.05.2019	11:21:57.8	-15.34	0.04	0.40	0.40	0.40	0.40	0.20	0.40	0.25	0.46
12.05.2019	11:21:57.9	-0.78	0.04	0.64	0.64	0.64	0.64	1.19	1.24	0.79	1.03
12.05.2019	11:21:58.0	14.06	0.04	0.86	0.86	0.86	0.86	2.60	2.65	1.91	2.13
12.05.2019	11:21:58.1	23.53	0.04	0.99	0.99	0.99	0.99	3.06	2.87	3.46	2.80
12.05.2019	11:21:58.2	24.02	0.04	0.97	0.97	0.97	0.97	2.95	2.38	2.19	2.26
