Date	Time	S1 [°]	S2 [°]	L1 contact [mm]	L2 contact [mm]	L3 contact [mm]	L4 contact [mm]	Loading1 [N]	Loading2 [N]	Loading3 [N]	Loading4 [N]
14.05.2019	11:10:19.7	0.01	0.04	0.00	0.00	0.00	0.00	0.08	0.05	0.13	-0.01
14.05.2019	11:10:19.8	0.01	0.04	0.00	0.00	0.00	0.00	-0.19	0.03	0.11	0.32
14.05.2019	11:10:19.9	0.01	0.04	0.00	0.00	0.00	0.00	0.01	0.06	0.03	0.03
14.05.2019	11:10:20.0	0.01	0.04	0.00	0.00	0.00	0.00	0.01	-0.11	0.07	-0.03
14.05.2019	11:10:20.1	0.01	0.04	0.00	0.00	0.00	0.00	-0.14	-0.14	0.05	-0.23
14.05.2019	11:10:20.2	0.01	0.04	0.00	0.00	0.00	0.00	-0.05	0.30	0.05	0.00
14.05.2019	11:10:20.3	0.02	0.04	0.00	0.00	0.00	0.00	-0.08	0.06	0.09	-0.07
14.05.2019	11:10:20.4	0.01	0.04	0.00	0.00	0.00	0.00	-0.12	0.01	0.05	-0.03
14.05.2019	11:10:20.5	0.01	0.04	0.00	0.00	0.00	0.00	0.11	-0.03	0.13	-0.13
14.05.2019	11:10:20.6	0.01	0.04	0.00	0.00	0.00	0.00	-0.02	0.02	-0.08	-0.01
14.05.2019	11:10:20.7	0.01	0.04	0.00	0.00	0.00	0.00	0.04	-0.13	0.08	-0.03
14.05.2019	11:10:20.8	0.01	0.04	0.00	0.00	0.00	0.00	0.02	0.03	0.13	0.02
14.05.2019	11:10:20.9	0.01	0.04	0.00	0.00	0.00	0.00	0.02	-0.03	0.07	-0.02
14.05.2019	11:10:21.0	0.01	0.04	0.00	0.00	0.00	0.00	-0.17	0.15	0.04	0.00
14.05.2019	11:10:21.1	0.01	0.04	0.00	0.00	0.00	0.00	-0.00	-0.03	-0.00	0.11
14.05.2019	11:10:21.2	0.01	0.04	0.00	0.00	0.00	0.00	0.06	-0.06	0.00	0.14
14.05.2019	11:10:21.3	0.01	0.04	0.00	0.00	0.00	0.00	-0.22	-0.12	0.12	0.10
14.05.2019	11:10:21.4	0.01	0.04	0.00	0.00	0.00	0.00	-0.02	-0.15	0.06	-0.04
14.05.2019	11:10:21.5	0.01	0.04	0.00	0.00	0.00	0.00	-0.04	0.06	0.05	-0.04
14.05.2019	11:10:21.6	0.01	0.04	0.00	0.00	0.00	0.00	0.07	-0.06	0.10	-0.02
14.05.2019	11:10:21.7	0.01	0.04	0.00	0.00	0.00	0.00	0.15	-0.02	0.01	0.08
14.05.2019	11:10:21.8	0.01	0.04	0.00	0.00	0.00	0.00	-0.04	-0.11	0.22	-0.02
14.05.2019	11:10:21.9	0.01	0.04	0.00	0.00	0.00	0.00	-0.02	-0.25	0.26	0.10
14.05.2019	11:10:22.0	0.01	0.04	0.00	0.00	0.00	0.00	-0.07	-0.04	0.19	-0.02
14.05.2019	11:10:22.1	0.61	0.04	0.01	0.01	0.01	0.01	0.12	-0.03	-0.16	0.00
14.05.2019	11:10:22.2	3.75	0.04	0.04	0.04	0.04	0.04	-0.02	-0.02	-0.03	0.26
14.05.2019	11:10:22.3	6.82	0.04	0.07	0.07	0.07	0.07	-0.11	0.03	0.02	0.05
14.05.2019	11:10:22.4	9.79	0.04	0.10	0.10	0.10	0.10	0.03	0.04	0.01	0.08
14.05.2019	11:10:22.5	12.57	0.04	0.13	0.13	0.13	0.13	-0.06	0.06	0.25	0.06
14.05.2019	11:10:22.6	15.19	0.04	0.16	0.16	0.16	0.16	0.09	0.12	0.07	0.08
14.05.2019	11:10:22.7	17.52	0.04	0.19	0.19	0.19	0.19	0.18	0.16	0.24	0.29
14.05.2019	11:10:22.8	19.63	0.04	0.22	0.22	0.22	0.22	0.31	0.27	0.13	0.25
14.05.2019	11:10:22.9	21.42	0.04	0.25	0.25	0.25	0.25	0.09	0.31	0.30	0.24
14.05.2019	11:10:23.0	22.87	0.04	0.28	0.28	0.28	0.28	0.32	0.50	0.36	0.35
14.05.2019	11:10:23.1	23.96	0.04	0.31	0.31	0.31	0.31	0.31	0.52	0.44	0.42
14.05.2019	11:10:23.2	24.64	0.04	0.34	0.34	0.34	0.34	0.57	0.78	0.46	0.56
14.05.2019	11:10:23.3	24.97	0.04	0.37	0.37	0.37	0.37	0.63	0.76	0.64	0.64
14.05.2019	11:10:23.4	24.92	0.04	0.40	0.40	0.40	0.40	0.88	0.85	0.75	0.98
14.05.2019	11:10:23.5	24.46	0.04	0.43	0.43	0.43	0.43	0.92	1.02	0.88	1.02
14.05.2019	11:10:23.6	23.61	0.04	0.46	0.46	0.46	0.46	0.96	1.21	1.04	1.17
14.05.2019	11:10:23.7	22.38	0.04	0.49	0.49	0.49	0.49	1.06	1.49	1.28	1.28
14.05.2019	11:10:23.8	20.80	0.04	0.52	0.52	0.52	0.52	1.28	1.64	1.40	1.56
14.05.2019	11:10:23.9	18.90	0.04	0.55	0.55	0.55	0.55	1.20	2.22	1.66	1.70
14.05.2019	11:10:24.0	16.69	0.04	0.58	0.58	0.58	0.58	1.45	2.02	1.95	1.99
14.05.2019	11:10:24.1	14.23	0.04	0.70	0.70	0.70	0.70	2.52	3.85	3.40	3.57
14.05.2019	11:10:24.2	11.55	0.04	0.91	0.91	0.91	0.91	4.11	5.58	5.10	5.26
14.05.2019	11:10:24.3	8.68	0.04	1.00	1.00	1.00	1.00	4.57	6.05	5.41	5.69
14.05.2019	11:10:24.4	5.67	0.04	0.94	0.94	0.94	0.94	3.52	4.37	3.76	3.76
14.05.2019	11:10:24.5	2.57	0.04	0.75	0.75	0.75	0.75	1.39	1.82	1.56	1.50
14.05.2019	11:10:24.6	-0.59	0.04	0.50	0.50	0.50	0.50	0.38	0.35	0.08	0.41
14.05.2019	11:10:24.7	-3.73	0.04	0.29	0.29	0.29	0.29	0.16	0.20	0.02	0.06
14.05.2019	11:10:24.8	-6.79	0.04	0.20	0.20	0.20	0.20	-0.06	0.01	-0.00	-0.14
14.05.2019	11:10:24.9	-9.76	0.04	0.26	0.26	0.26	0.26	-0.03	0.18	0.25	0.31
14.05.2019	11:10:25.0	-12.55	0.04	0.45	0.45	0.45	0.45	0.89	1.45	1.31	1.03
14.05.2019	11:10:25.1	-15.16	0.04	0.70	0.70	0.70	0.70	2.15	3.48	3.11	2.90
14.05.2019	11:10:25.2	-17.50	0.04	0.91	0.91	0.91	0.91	3.75	5.56	5.01	4.76
14.05.2019	11:10:25.3	-19.59	0.04	1.00	1.00	1.00	1.00	4.30	5.85	5.18	5.10
14.05.2019	11:10:25.4	-21.38	0.04	0.94	0.94	0.94	0.94	3.48	4.36	3.59	3.44
14.05.2019	11:10:25.5	-22.83	0.04	0.75	0.75	0.75	0.75	1.08	1.66	1.31	1.11
14.05.2019	11:10:25.6	-23.93	0.04	0.50	0.50	0.50	0.50	0.25	0.15	0.11	0.20
14.05.2019	11:10:25.7	-24.63	0.04	0.29	0.29	0.29	0.29	-0.08	-0.03	0.07	-0.00
14.05.2019	11:10:25.8	-24.95	0.04	0.20	0.20	0.20	0.20	-0.14	-0.08	0.20	-0.04
14.05.2019	11:10:25.9	-24.90	0.04	0.26	0.26	0.26	0.26	-0.00	0.16	0.19	0.12
14.05.2019	11:10:26.0	-24.44	0.04	0.45	0.45	0.45	0.45	0.73	1.15	1.09	0.97
14.05.2019	11:10:26.1	-23.58	0.04	0.70	0.70	0.70	0.70	2.09	3.39	2.71	2.72
14.05.2019	11:10:26.2	-22.36	0.04	0.91	0.91	0.91	0.91	3.70	4.83	4.04	4.69
14.05.2019	11:10:26.3	-20.78	0.04	1.00	1.00	1.00	1.00	4.00	4.76	4.18	4.99
14.05.2019	11:10:26.4	-18.88	0.04	0.94	0.94	0.94	0.94	3.12	3.39	2.79	3.32
14.05.2019	11:10:26.5	-16.67	0.04	0.75	0.75	0.75	0.75	1.00	0.95	0.96	1.05
14.05.2019	11:10:26.6	-14.20	0.04	0.50	0.50	0.50	0.50	0.42	0.18	-0.03	0.16
14.05.2019	11:10:26.7	-11.51	0.04	0.29	0.29	0.29	0.29	-0.11	-0.07	0.15	0.05
14.05.2019	11:10:26.8	-8.63	0.04	0.20	0.20	0.20	0.20	0.01	0.02	0.04	-0.11
14.05.2019	11:10:26.9	-5.61	0.04	0.26	0.26	0.26	0.26	0.04	0.16	0.03	0.08
14.05.2019	11:10:27.0	-2.52	0.04	0.45	0.45	0.45	0.45	0.70	0.77	0.78	0.70
14.05.2019	11:10:27.1	0.60	0.04	0.70	0.70	0.70	0.70	1.85	2.55	2.29	2.63
14.05.2019	11:10:27.2	3.73	0.04	0.91	0.91	0.91	0.91	3.71	4.06	3.58	4.41
14.05.2019	11:10:27.3	6.80	0.04	1.00	1.00	1.00	1.00	4.07	4.22	3.84	4.83
14.05.2019	11:10:27.4	9.77	0.04	0.94	0.94	0.94	0.94	3.17	3.33	2.59	3.21
14.05.2019	11:10:27.5	12.57	0.04	0.75	0.75	0.75	0.75	1.10	0.94	0.81	1.02
14.05.2019	11:10:27.6	15.18	0.04	0.50	0.50	0.50	0.50	0.23	0.01	-0.06	0.09
14.05.2019	11:10:27.7	17.55	0.04	0.29	0.29	0.29	0.29	-0.01	0.12	0.07	0.00
14.05.2019	11:10:27.8	19.63	0.04	0.20	0.20	0.20	0.20	-0.03	-0.29	-0.06	0.01
14.05.2019	11:10:27.9	21.43	0.04	0.26	0.26	0.26	0.26	-0.13	0.12	0.26	0.13
14.05.2019	11:10:28.0	22.87	0.04	0.45	0.45	0.45	0.45	0.58	0.81	0.80	0.65
14.05.2019	11:10:28.1	23.95	0.04	0.70	0.70	0.70	0.70	1.96	2.63	2.21	2.49
14.05.2019	11:10:28.2	24.63	0.04	0.91	0.91	0.91	0.91	3.60	4.32	3.54	4.31
14.05.2019	11:10:28.3	24.96	0.04	1.00	1.00	1.00	1.00	4.34	4.63	3.92	4.77
14.05.2019	11:10:28.4	24.92	0.04	0.94	0.94	0.94	0.94	3.12	3.52	2.26	2.80
14.05.2019	11:10:28.5	24.45	0.04	0.75	0.75	0.75	0.75	1.16	1.04	0.54	0.72
14.05.2019	11:10:28.6	23.61	0.04	0.50	0.50	0.50	0.50	0.21	-0.06	-0.06	0.17
14.05.2019	11:10:28.7	22.38	0.04	0.29	0.29	0.29	0.29	-0.24	0.12	0.20	0.12
14.05.2019	11:10:28.8	20.80	0.04	0.20	0.20	0.20	0.20	-0.03	0.25	0.10	-0.00
14.05.2019	11:10:28.9	18.88	0.04	0.26	0.26	0.26	0.26	0.08	-0.02	0.23	0.16
14.05.2019	11:10:29.0	16.68	0.04	0.45	0.45	0.45	0.45	0.61	0.99	0.82	0.81
14.05.2019	11:10:29.1	14.22	0.04	0.70	0.70	0.70	0.70	2.05	3.05	2.56	2.63
14.05.2019	11:10:29.2	11.56	0.04	0.91	0.91	0.91	0.91	3.45	4.88	4.16	4.32
14.05.2019	11:10:29.3	8.68	0.04	1.00	1.00	1.00	1.00	4.08	5.39	4.33	4.74
14.05.2019	11:10:29.4	5.66	0.04	0.94	0.94	0.94	0.94	3.10	3.82	3.02	3.10
14.05.2019	11:10:29.5	2.56	0.04	0.75	0.75	0.75	0.75	0.96	1.33	0.98	0.81
14.05.2019	11:10:29.6	-0.59	0.04	0.50	0.50	0.50	0.50	0.18	-0.06	0.07	0.23
14.05.2019	11:10:29.7	-3.73	0.04	0.29	0.29	0.29	0.29	-0.11	-0.02	0.08	0.03
14.05.2019	11:10:29.8	-6.80	0.04	0.20	0.20	0.20	0.20	0.00	0.01	0.06	0.03
14.05.2019	11:10:29.9	-9.76	0.04	0.26	0.26	0.26	0.26	-0.04	0.10	0.19	0.30
14.05.2019	11:10:30.0	-12.55	0.04	0.45	0.45	0.45	0.45	0.41	0.91	0.90	0.64
14.05.2019	11:10:30.1	-15.17	0.04	0.70	0.70	0.70	0.70	1.93	2.87	2.46	2.45
14.05.2019	11:10:30.2	-17.51	0.04	0.91	0.91	0.91	0.91	3.46	4.80	4.14	4.22
14.05.2019	11:10:30.3	-19.59	0.04	1.00	1.00	1.00	1.00	4.05	5.03	4.34	4.78
14.05.2019	11:10:30.4	-21.38	0.04	0.94	0.94	0.94	0.94	2.98	3.67	3.07	3.07
14.05.2019	11:10:30.5	-22.84	0.04	0.75	0.75	0.75	0.75	0.94	1.35	0.87	0.95
14.05.2019	11:10:30.6	-23.93	0.04	0.50	0.50	0.50	0.50	0.07	0.06	-0.01	0.06
14.05.2019	11:10:30.7	-24.64	0.04	0.29	0.29	0.29	0.29	0.01	-0.00	0.05	-0.02
14.05.2019	11:10:30.8	-24.95	0.04	0.20	0.20	0.20	0.20	-0.10	-0.12	0.14	0.02
14.05.2019	11:10:30.9	-24.90	0.04	0.26	0.26	0.26	0.26	-0.00	0.21	0.17	0.10
14.05.2019	11:10:31.0	-24.44	0.04	0.45	0.45	0.45	0.45	0.50	0.97	0.77	0.79
14.05.2019	11:10:31.1	-23.59	0.04	0.70	0.70	0.70	0.70	1.91	2.78	2.20	2.24
14.05.2019	11:10:31.2	-22.36	0.04	0.91	0.91	0.91	0.91	3.35	4.31	3.51	3.94
14.05.2019	11:10:31.3	-20.77	0.04	1.00	1.00	1.00	1.00	3.71	4.31	3.73	4.36
14.05.2019	11:10:31.4	-18.89	0.04	0.94	0.94	0.94	0.94	3.08	2.93	2.56	3.00
14.05.2019	11:10:31.5	-16.67	0.04	0.75	0.75	0.75	0.75	0.89	0.97	0.76	1.12
14.05.2019	11:10:31.6	-14.19	0.04	0.50	0.50	0.50	0.50	0.13	0.03	-0.08	0.11
14.05.2019	11:10:31.7	-11.50	0.04	0.29	0.29	0.29	0.29	0.05	0.00	-0.00	0.03
14.05.2019	11:10:31.8	-8.62	0.04	0.20	0.20	0.20	0.20	0.00	-0.06	0.04	-0.01
14.05.2019	11:10:31.9	-5.60	0.04	0.26	0.26	0.26	0.26	-0.01	0.25	0.29	0.09
14.05.2019	11:10:32.0	-2.54	0.04	0.45	0.45	0.45	0.45	0.48	0.81	0.65	0.49
14.05.2019	11:10:32.1	0.61	0.04	0.70	0.70	0.70	0.70	1.88	2.51	2.07	2.18
14.05.2019	11:10:32.2	3.73	0.04	0.91	0.91	0.91	0.91	3.22	3.87	3.27	3.95
14.05.2019	11:10:32.3	6.80	0.04	1.00	1.00	1.00	1.00	3.84	4.10	3.54	4.48
14.05.2019	11:10:32.4	9.76	0.04	0.94	0.94	0.94	0.94	2.95	3.03	2.42	2.85
14.05.2019	11:10:32.5	12.57	0.04	0.75	0.75	0.75	0.75	1.01	0.86	0.63	0.82
14.05.2019	11:10:32.6	15.18	0.04	0.50	0.50	0.50	0.50	0.16	0.11	-0.28	0.09
14.05.2019	11:10:32.7	17.54	0.04	0.29	0.29	0.29	0.29	0.02	-0.21	0.01	-0.01
14.05.2019	11:10:32.8	19.64	0.04	0.20	0.20	0.20	0.20	-0.07	0.06	0.13	0.15
14.05.2019	11:10:32.9	21.43	0.04	0.26	0.26	0.26	0.26	0.00	0.03	0.03	-0.00
14.05.2019	11:10:33.0	22.87	0.04	0.45	0.45	0.45	0.45	0.26	0.55	0.57	0.56
14.05.2019	11:10:33.1	23.95	0.04	0.70	0.70	0.70	0.70	1.83	2.33	1.81	2.02
14.05.2019	11:10:33.2	24.64	0.04	0.91	0.91	0.91	0.91	3.40	3.98	3.24	3.88
14.05.2019	11:10:33.3	24.96	0.04	1.00	1.00	1.00	1.00	3.89	4.27	3.33	4.32
14.05.2019	11:10:33.4	24.92	0.04	0.94	0.94	0.94	0.94	3.05	3.37	2.19	2.48
14.05.2019	11:10:33.5	24.45	0.04	0.75	0.75	0.75	0.75	1.03	0.79	0.43	0.54
14.05.2019	11:10:33.6	23.60	0.04	0.50	0.50	0.50	0.50	-0.03	-0.02	0.08	0.02
14.05.2019	11:10:33.7	22.38	0.04	0.29	0.29	0.29	0.29	0.10	-0.02	0.12	0.07
14.05.2019	11:10:33.8	20.78	0.04	0.20	0.20	0.20	0.20	-0.02	0.01	-0.06	0.14
14.05.2019	11:10:33.9	18.88	0.04	0.26	0.26	0.26	0.26	0.04	0.04	0.20	0.18
14.05.2019	11:10:34.0	16.68	0.04	0.45	0.45	0.45	0.45	0.52	0.77	0.73	0.62
14.05.2019	11:10:34.1	14.22	0.04	0.70	0.70	0.70	0.70	1.75	2.87	2.26	2.37
14.05.2019	11:10:34.2	11.55	0.04	0.91	0.91	0.91	0.91	3.35	4.64	3.92	4.04
14.05.2019	11:10:34.3	8.68	0.04	1.00	1.00	1.00	1.00	3.88	5.05	4.19	4.47
14.05.2019	11:10:34.4	5.67	0.04	0.94	0.94	0.94	0.94	2.93	3.76	2.82	2.87
14.05.2019	11:10:34.5	2.57	0.04	0.75	0.75	0.75	0.75	1.05	1.29	0.68	0.83
14.05.2019	11:10:34.6	-0.59	0.04	0.50	0.50	0.50	0.50	0.15	-0.02	-0.05	0.09
14.05.2019	11:10:34.7	-3.73	0.04	0.29	0.29	0.29	0.29	-0.01	-0.01	0.03	-0.01
14.05.2019	11:10:34.8	-6.80	0.04	0.20	0.20	0.20	0.20	-0.05	-0.01	0.05	0.02
14.05.2019	11:10:34.9	-9.75	0.04	0.26	0.26	0.26	0.26	0.07	0.06	0.18	0.20
14.05.2019	11:10:35.0	-12.56	0.04	0.45	0.45	0.45	0.45	0.42	0.99	0.77	0.65
14.05.2019	11:10:35.1	-15.17	0.04	0.70	0.70	0.70	0.70	1.51	2.69	2.37	2.25
14.05.2019	11:10:35.2	-17.51	0.04	0.91	0.91	0.91	0.91	3.33	4.63	3.99	3.96
14.05.2019	11:10:35.3	-19.59	0.04	1.00	1.00	1.00	1.00	3.89	5.11	4.23	4.39
14.05.2019	11:10:35.4	-21.39	0.04	0.94	0.94	0.94	0.94	3.00	3.64	2.82	2.88
14.05.2019	11:10:35.5	-22.83	0.04	0.75	0.75	0.75	0.75	0.91	1.08	0.66	0.70
14.05.2019	11:10:35.6	-23.93	0.04	0.50	0.50	0.50	0.50	0.04	-0.10	0.05	0.09
14.05.2019	11:10:35.7	-24.64	0.04	0.29	0.29	0.29	0.29	0.03	-0.14	0.14	0.01
14.05.2019	11:10:35.8	-24.95	0.04	0.20	0.20	0.20	0.20	-0.04	-0.02	0.07	0.06
14.05.2019	11:10:35.9	-24.91	0.04	0.26	0.26	0.26	0.26	-0.09	-0.09	0.14	0.04
14.05.2019	11:10:36.0	-24.45	0.04	0.45	0.45	0.45	0.45	0.37	0.85	0.79	0.62
14.05.2019	11:10:36.1	-23.60	0.04	0.70	0.70	0.70	0.70	1.70	2.47	1.93	2.25
14.05.2019	11:10:36.2	-22.36	0.04	0.91	0.91	0.91	0.91	3.39	4.13	3.24	3.72
14.05.2019	11:10:36.3	-20.78	0.04	1.00	1.00	1.00	1.00	3.67	3.92	3.40	4.04
14.05.2019	11:10:36.4	-18.90	0.04	0.94	0.94	0.94	0.94	2.88	2.93	2.21	2.75
14.05.2019	11:10:36.5	-16.67	0.04	0.75	0.75	0.75	0.75	0.96	0.85	0.59	0.63
14.05.2019	11:10:36.6	-14.19	0.04	0.50	0.50	0.50	0.50	0.25	-0.05	-0.34	0.11
14.05.2019	11:10:36.7	-11.51	0.04	0.29	0.29	0.29	0.29	-0.10	0.04	-0.00	0.01
14.05.2019	11:10:36.8	-8.63	0.04	0.20	0.20	0.20	0.20	0.03	-0.15	-0.01	0.05
14.05.2019	11:10:36.9	-5.61	0.04	0.26	0.26	0.26	0.26	-0.10	0.08	0.20	-0.02
14.05.2019	11:10:37.0	-2.52	0.04	0.45	0.45	0.45	0.45	0.32	0.74	0.59	0.39
14.05.2019	11:10:37.1	0.60	0.04	0.70	0.70	0.70	0.70	1.63	2.09	1.85	1.83
14.05.2019	11:10:37.2	3.73	0.04	0.91	0.91	0.91	0.91	3.17	3.60	3.16	3.64
14.05.2019	11:10:37.3	6.80	0.04	1.00	1.00	1.00	1.00	3.67	3.62	3.34	3.99
14.05.2019	11:10:37.4	9.77	0.04	0.94	0.94	0.94	0.94	2.77	2.86	2.03	2.60
14.05.2019	11:10:37.5	12.57	0.04	0.75	0.75	0.75	0.75	0.99	0.69	0.66	0.77
14.05.2019	11:10:37.6	15.17	0.04	0.50	0.50	0.50	0.50	-0.00	0.01	-0.20	0.10
14.05.2019	11:10:37.7	17.56	0.04	0.29	0.29	0.29	0.29	0.03	0.08	-0.17	-0.02
14.05.2019	11:10:37.8	19.62	0.04	0.20	0.20	0.20	0.20	-0.07	-0.19	0.01	0.00
14.05.2019	11:10:37.9	21.43	0.04	0.26	0.26	0.26	0.26	0.01	0.23	0.09	0.21
14.05.2019	11:10:38.0	22.87	0.04	0.45	0.45	0.45	0.45	0.36	0.65	0.66	0.53
14.05.2019	11:10:38.1	23.94	0.04	0.70	0.70	0.70	0.70	1.60	2.39	1.75	2.00
14.05.2019	11:10:38.2	24.65	0.04	0.91	0.91	0.91	0.91	3.37	3.96	3.00	3.70
14.05.2019	11:10:38.3	24.96	0.04	1.00	1.00	1.00	1.00	3.75	4.38	3.34	4.11
14.05.2019	11:10:38.4	24.92	0.04	0.94	0.94	0.94	0.94	2.98	3.07	2.00	2.28
14.05.2019	11:10:38.5	24.46	0.04	0.75	0.75	0.75	0.75	1.02	0.78	0.42	0.51
14.05.2019	11:10:38.6	23.61	0.04	0.50	0.50	0.50	0.50	-0.02	0.03	-0.06	0.09
14.05.2019	11:10:38.7	22.38	0.04	0.29	0.29	0.29	0.29	-0.01	0.13	0.08	0.00
14.05.2019	11:10:38.8	20.80	0.04	0.20	0.20	0.20	0.20	0.00	-0.04	0.04	-0.02
14.05.2019	11:10:38.9	18.89	0.04	0.26	0.26	0.26	0.26	0.07	0.24	0.31	0.10
14.05.2019	11:10:39.0	16.68	0.04	0.45	0.45	0.45	0.45	0.52	0.84	0.75	0.50
14.05.2019	11:10:39.1	14.22	0.04	0.70	0.70	0.70	0.70	1.72	2.56	2.20	2.29
14.05.2019	11:10:39.2	11.55	0.04	0.91	0.91	0.91	0.91	3.41	4.45	3.67	3.93
14.05.2019	11:10:39.3	8.67	0.04	1.00	1.00	1.00	1.00	3.77	4.80	4.04	4.17
14.05.2019	11:10:39.4	5.66	0.04	0.94	0.94	0.94	0.94	2.94	3.49	2.61	2.51
14.05.2019	11:10:39.5	2.56	0.04	0.75	0.75	0.75	0.75	0.96	0.93	0.58	0.91
14.05.2019	11:10:39.6	-0.59	0.04	0.50	0.50	0.50	0.50	0.08	-0.09	-0.06	0.19
14.05.2019	11:10:39.7	-3.72	0.04	0.29	0.29	0.29	0.29	0.00	0.15	-0.04	0.07
14.05.2019	11:10:39.8	-6.79	0.04	0.20	0.20	0.20	0.20	0.01	-0.14	0.05	-0.01
14.05.2019	11:10:39.9	-9.76	0.04	0.26	0.26	0.26	0.26	0.07	0.11	0.22	0.15
14.05.2019	11:10:40.0	-12.55	0.04	0.45	0.45	0.45	0.45	0.31	0.71	0.67	0.59
14.05.2019	11:10:40.1	-15.16	0.04	0.70	0.70	0.70	0.70	1.69	2.51	2.16	2.05
14.05.2019	11:10:40.2	-17.51	0.04	0.91	0.91	0.91	0.91	3.29	4.19	3.67	3.65
14.05.2019	11:10:40.3	-19.59	0.04	1.00	1.00	1.00	1.00	3.58	4.73	4.03	4.18
14.05.2019	11:10:40.4	-21.39	0.04	0.94	0.94	0.94	0.94	2.93	3.46	2.68	2.82
14.05.2019	11:10:40.5	-22.83	0.04	0.75	0.75	0.75	0.75	0.74	1.06	0.68	0.74
14.05.2019	11:10:40.6	-23.93	0.04	0.50	0.50	0.50	0.50	0.00	-0.01	-0.05	0.27
14.05.2019	11:10:40.7	-24.64	0.04	0.29	0.29	0.29	0.29	0.02	-0.02	-0.01	-0.08
14.05.2019	11:10:40.8	-24.95	0.04	0.20	0.20	0.20	0.20	0.19	-0.03	0.38	0.03
14.05.2019	11:10:40.9	-24.90	0.04	0.26	0.26	0.26	0.26	-0.12	0.07	0.17	0.11
14.05.2019	11:10:41.0	-24.45	0.04	0.45	0.45	0.45	0.45	0.35	0.64	0.72	0.51
14.05.2019	11:10:41.1	-23.58	0.04	0.70	0.70	0.70	0.70	1.54	2.38	1.92	2.07
14.05.2019	11:10:41.2	-22.36	0.04	0.91	0.91	0.91	0.91	3.22	3.98	3.06	3.43
14.05.2019	11:10:41.3	-20.80	0.04	1.00	1.00	1.00	1.00	3.48	3.93	3.22	3.81
14.05.2019	11:10:41.4	-18.89	0.04	0.94	0.94	0.94	0.94	2.71	2.65	2.09	2.48
14.05.2019	11:10:41.5	-16.68	0.04	0.75	0.75	0.75	0.75	0.90	0.78	0.61	0.68
14.05.2019	11:10:41.6	-14.19	0.04	0.50	0.50	0.50	0.50	0.10	-0.09	-0.15	0.11
14.05.2019	11:10:41.7	-11.51	0.04	0.29	0.29	0.29	0.29	-0.01	-0.07	-0.03	-0.05
14.05.2019	11:10:41.8	-8.63	0.04	0.20	0.20	0.20	0.20	-0.07	-0.12	-0.00	0.02
14.05.2019	11:10:41.9	-5.61	0.04	0.26	0.26	0.26	0.26	-0.20	-0.00	0.18	0.13
14.05.2019	11:10:42.0	-2.52	0.04	0.45	0.45	0.45	0.45	0.28	0.67	0.58	0.38
14.05.2019	11:10:42.1	0.61	0.04	0.70	0.70	0.70	0.70	1.57	2.05	1.67	1.77
14.05.2019	11:10:42.2	3.74	0.04	0.91	0.91	0.91	0.91	3.13	3.46	2.97	3.56
